182.2620697	1145
183.4655457	1051
184.0672455	1073
185.2705536	1090
186.4737244	1087
187.6767883	1059
188.8797302	1059
189.4811401	1071
190.6839142	1079
191.2852478	1170
192.4878235	1133
193.6902771	1109
194.8926239	1034
195.4937592	1148
196.6959076	1134
197.8979645	1099
198.4989166	1126
199.7007751	1091
200.9025116	1067
201.5033417	1085
202.104126	1130
203.3056183	1051
204.5070038	1110
205.7082672	1085
206.3088379	1089
207.5099182	1017
208.7108612	1094
209.9116821	1063
210.5120697	1068
211.7127075	1019
212.3129883	1037
213.5134277	1134
214.1136322	1105
215.3139191	1086
216.5140686	1173
217.1141052	1110
218.9140167	1061
219.5139313	1108
220.7136536	1079
221.913269	1102
222.5130157	1112
223.7124481	1073
224.9117584	1079
225.5113525	1010
226.1109314	1054
227.9094696	1001
228.5088959	1047
229.7077332	1063
230.9064178	1054
231.5057068	1005
232.1049652	1104
233.3034058	1131
234.5017242	1104
235.1008453	1138
236.2989502	1025
237.4969788	1012
238.095932	1073
239.2937622	1058
240.4914398	1082
241.0902557	1080
242.2877655	1029
243.4851379	1087
244.083786	1048
245.2809906	1084
246.4780426	1053
247.0765381	1118
248.2734375	1070
249.4701996	1130
250.0685425	1041
251.2650909	1079
252.4615631	1037
253.0597229	1152
254.2559814	1069
255.4521332	1120
256.0501709	1082
257.2460938	1030
258.4418945	1108
259.0397644	1083
260.2354126	1057
261.4309082	1116
262.0286255	1059
263.223938	1008
264.4191284	986
265.0166931	1069
266.2116699	1044
267.4065552	1083
268.6013489	1058
269.1986389	1040
270.393219	1045
271.5876465	1129
272.1848145	1022
273.3790588	1138
273.9761047	1041
274.5731812	1052
275.1701965	1117
275.7671509	1069
276.3641052	1047
276.9609985	1098
277.5578918	1074
278.1547546	1066
278.7515564	1060
279.3483582	1049
279.9450989	1083
280.5418396	1005
281.1385498	1047
281.7351685	1068
282.3317871	1064
282.9284363	1053
283.5249634	1100
284.1214905	1077
284.7180176	1084
285.3144531	1072
285.9109192	1186
286.5072937	1048
287.1036987	1132
287.7000122	1076
288.2963562	1028
288.8926086	1091
289.4888306	1000
290.085083	1068
290.6812439	1068
291.2773743	1026
291.8735046	1089
292.469574	1104
293.0656433	1110
293.6616821	1106
294.2576294	1085
294.8536072	1108
295.4495239	1106
296.0453796	1109
296.6412354	1119
297.2370911	1138
297.8328857	1082
298.4286499	1243
299.024353	1136
299.6200562	1239
300.2157288	1059
300.8113708	1149
301.4069824	1079
302.002533	1148
302.598053	1147
303.193573	1187
303.789032	1120
304.3844604	1297
304.9798889	1238
305.5752563	1227
306.1705933	1163
306.7658997	1164
307.3611755	1266
307.9564209	1113
308.5516357	1215
309.1468201	1163
309.7419434	1188
310.3370667	1219
310.9321289	1244
311.5271912	1211
312.1221924	1217
312.7171936	1202
313.3121033	1187
313.907074	1162
314.5019226	1199
315.0968018	1248
315.6916199	1261
316.286377	1215
316.8811646	1275
317.4758911	1265
318.0705566	1454
318.6652222	1480
319.2598267	1425
319.8544312	1425
320.4489746	1286
321.0434875	1241
321.638031	1228
322.2324524	1274
322.8269043	1290
323.4212952	1323
324.015625	1404
324.6100159	1320
325.2042847	1481
325.7985535	1421
326.3927917	1351
326.9869385	1236
327.5811157	1290
328.1752625	1396
328.7693176	1364
329.3634338	1299
329.957428	1428
330.5514526	1363
331.1454163	1362
331.7393188	1492
332.3332214	1439
332.927124	1408
333.5209351	1417
334.1147461	1547
334.7085266	1618
335.3022461	1535
335.8959351	1764
336.4895935	1692
337.083252	1833
337.6768494	1837
338.2704163	1505
338.8639832	1626
339.457428	1556
340.0509338	1482
340.6443481	1424
341.2377625	1460
341.8311768	1475
342.424469	1670
343.0177917	2355
343.6110535	2748
344.2042542	2722
344.7974854	2175
345.3906555	1515
345.9837952	1673
346.5769043	1654
347.1699524	1751
347.7630005	1609
348.3560181	1549
348.9489746	1460
349.5419312	1409
350.1348267	1525
350.7276917	1626
351.3205566	1470
351.9133301	1544
352.5061035	1406
353.0988464	1528
353.6915283	1521
354.2842102	1471
354.8768311	1618
355.4694519	1833
356.0620422	2064
356.654541	2268
357.2470703	2519
357.8395081	2259
358.4319763	2344
359.0243835	2452
359.6167297	2102
360.2090759	2095
360.8013611	1763
361.3936157	1764
361.9859009	1656
362.578064	1647
363.1702576	1563
363.7623596	1633
364.3544617	1512
364.9465027	1490
365.5385742	1599
366.1305237	1525
366.7225342	1658
367.3144226	1638
367.9063416	1773
368.49823	1983
369.0899963	2080
369.6818542	2049
370.2735901	2189
370.8653259	2296
371.4570007	2427
372.048645	2496
372.6402893	2478
373.2319031	2616
373.8234253	2824
374.4150085	2957
375.0064697	2740
375.5979309	2315
376.1893616	2048
376.7807312	1870
377.3721008	1800
377.9634094	1850
378.5546875	1905
379.1459656	1898
379.7371521	1867
380.3283386	2046
380.9194946	2007
381.5105896	1990
382.1016846	1833
382.692749	1827
383.2837524	1953
383.8747253	1855
384.4656677	1953
385.0565796	1870
385.6474609	1941
386.2383118	2192
386.8291321	3071
387.4198608	3500
388.0106506	3339
388.6013489	2644
389.1920166	2286
389.7826538	2517
390.3732605	2420
390.9638062	2169
391.5543823	1980
392.1448364	1965
392.735321	1906
393.3257751	1932
393.9161377	2178
394.5065308	2166
395.0968628	2448
395.6871338	2643
396.2774048	2456
396.8676147	2229
397.4578247	2173
398.0479736	2204
398.6380615	2249
399.2281799	2142
399.8182373	2066
400.4082642	2166
400.9982605	2460
401.5881653	2564
402.1781311	2429
402.7679749	2085
403.3578491	2047
403.9476624	2008
404.5374146	2354
405.1271667	2894
405.7168579	3332
406.3065186	3291
406.8961792	2732
407.4858093	2659
408.0753784	3651
408.664917	3746
409.254364	3885
409.8438721	3090
410.4332886	2553
411.0226746	2599
411.6120911	2495
412.2013855	2284
412.7906494	2217
413.3799438	2216
413.9691162	2065
414.5583801	2045
415.1474915	2076
415.7366333	2014
416.3257141	2196
416.9147339	2386
417.5037537	2660
418.0927429	2778
418.6816711	2479
419.2705994	2326
419.8594666	2213
420.4483032	2252
421.0371094	2223
421.6258545	2309
422.2146301	2477
422.8033142	2690
423.3919678	2936
423.9806213	3285
424.5691833	4486
425.1577759	4802
425.7463074	4745
426.3347778	4428
426.9232483	3586
427.5116577	3339
428.1000366	3399
428.6884155	3064
429.2767029	3306
429.8649902	2813
430.4532166	2673
431.0414124	2837
431.6296082	5870
432.2177429	8857
432.8058472	9976
433.3939209	8920
433.9819336	5066
434.5699768	3575
435.1578979	2390
435.7458191	2330
436.3337402	2374
436.9215698	2415
437.5094604	2299
438.0971985	2341
438.684906	2223
439.2726746	3057
439.860321	3859
440.4479675	4281
441.0355835	3632
441.6231689	2513
442.2107239	2278
442.7982178	2261
443.3856506	2422
443.973114	2400
444.5605164	3216
445.1478882	4723
445.735199	5186
446.3224792	4789
446.90979	3148
447.4969482	2192
448.084137	2069
448.6713257	2159
449.2584229	2246
449.8454895	2310
450.4325256	2182
451.0195007	2208
451.6065369	2051
452.1934509	2061
452.780304	2085
453.367218	2165
453.95401	2094
454.540863	2025
455.127594	2024
455.7142944	2006
456.3009949	2208
456.8876343	2565
